开课状态,课程名称,学分,考核方式,课程性质,任课教师,选课课号,起止周,开课学院,<td>上课时间</td>,<td>上课地点</td>,<td>合班信息</td>
已开,流程分析与优化,2,考查,专业选修,阮渊鹏,(2019-2020-2)-B0300970-41502-1,1月16日,管理学院,<td>周一第6.7节{第1-16周}</td>,<td>第7教研楼北110</td>,<td>17036811</td>
已开,网络营销,2,考查,专业选修,柳春锋,(2019-2020-2)-B0301190-41382-1,1月16日,管理学院,<td>周四第8.9节{第1-16周}</td>,<td>第3教研楼305</td>,"<td title=""17031211.17031511.17171101.17172101"">17031211.17031511.17...</td>"
已开,管理信息系统,2,考查,专业选修,柳毅,(2019-2020-2)-B0305200-40649-1,1月16日,管理学院,<td>周四第8.9节{第1-16周}</td>,<td>第3教研楼301</td>,"<td title=""17010111.17010112.17010113"">17010111.17010112.17...</td>"
已开,数据通信与计算机网络,2,学院组织,专业选修,张品,(2019-2020-2)-B080234s-40250-1,1月16日,通信工程学院,<td>周五第1.2节{第1-16周}</td>,<td>第3教研楼215</td>,<td>17083413.17083414</td>
已开,艺术社会学,2,考查,专业选修,徐燕杭,(2019-2020-2)-B1203720-04173-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周一第1.2节{第1-16周}</td>,<td>第6教研楼中321</td>,<td>17123811</td>
已开,剧本创意与策划,2,考查,专业选修,李婷,(2019-2020-2)-B150294G-40727-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周五第1.2节{第1-16周}</td>,<td>第6教研楼中119</td>,<td>19173001</td>
已开,海洋观测技术,2,考查,专业选修,陈升/何海斌,(2019-2020-2)-C0100640-41850-1,1月9日,机械工程学院,"<td title=""周二第10.11节{第1-9周};周五第3.4节{第1-9周}"">周二第10.11节{第1-9周};周五第...</td>",<td>第6教研楼中109;第6教研楼北112</td>,<td>17019011</td>
已开,创新实践2,2,考查,实践必修,张建海,(2019-2020-2)-S0500782-40865-1,1月16日,计算机学院（软件学院）,<td>周三第1.2节{第1-16周}</td>,<td>&nbsp;</td>,"<td title=""18052311.18052312.18052313.18052314.18052315.18052316.18052317.18052318.18052319.18052320.18052321.18052711.18052712.18059611"">18052311.18052312.18...</td>"
已开,数字电路与逻辑设计,3,学院组织,学科必修,骆泳铭,(2019-2020-2)-A0402230-41741-2,1月16日,电子信息学院（微电子学院）,"<td title=""周五第6.7节{第1-16周};周五第8节{第1-16周}"">周五第6.7节{第1-16周};周五第8...</td>",<td>第7教研楼北110;第7教研楼北110</td>,"<td title=""19270303.19272401.19272402"">19270303.19272401.19...</td>"
已开,离散数学1,2,学校组织,学科必修,李玉,(2019-2020-2)-A0507041-42156-5,1月16日,计算机学院（软件学院）,<td>周一第1.2节{第1-16周}</td>,<td>第6教研楼中315</td>,<td>19050513</td>
已开,电路分析,4,学校组织,学科必修,姚英彪,(2019-2020-2)-A0800520-40485-1,1月16日,通信工程学院,"<td title=""周一第1.2节{第1-16周};周三第1.2节{第1-16周}"">周一第1.2节{第1-16周};周三第1...</td>",<td>第7教研楼南407;第6教研楼北414</td>,<td>19080312</td>
已开,模拟电子技术,3,学校组织,学科必修,汪立新,(2019-2020-2)-A0806280-40257-1,1月16日,通信工程学院,<td>周四第3.4.5节{第1-16周}</td>,<td>第12教研楼414</td>,"<td title=""18083411.18083412.18083413.18083414.18083415.18083416.18083417.18083418.18083511"">18083411.18083412.18...</td>"
已开,大学英语听说2B,1,学校组织,通识必修,何艳,(2019-2020-2)-A1101192-04059-6,9月16日,外国语学院,<td>周二第3.4节{第9-16周}</td>,<td>第3教研楼210</td>,"<td title=""19060111.19060112.19060113.19062811.19062812.19062813.19062814.19062815.19063111.19063112.19194811.19196111.19196112.19198711"">19060111.19060112.19...</td>"
已开,大学英语听说2B,1,学校组织,通识必修,贾连庆,(2019-2020-2)-A1101192-40748-8,9月16日,外国语学院,<td>周二第1.2节{第9-16周}</td>,<td>第7教研楼南311</td>,"<td title=""19151211.19151212.19151213.19151214.19151215.19151216.19151217.19151218.19200311.19200312.19208811.19208812.19208813.19270301.19270302.19272401.19272402.19273601.19273602"">19151211.19151212.19...</td>"
已开,中国概况,2,学院组织,通识必修,林国浒,(2019-2020-2)-A110152G-41931-4,1月16日,外国语学院,<td>周一第1.2节{第1-16周}</td>,<td>第7教研楼北216</td>,"<td title=""19170801.19173001.19174001.19174801"">19170801.19173001.19...</td>"
已开,中国近现代史纲要,3,学院组织,通识必修,陈铃,(2019-2020-2)-A2301150-41466-9,1月16日,马克思主义学院,<td>周二第10.11节{第1-16周}</td>,<td>第12教研楼412</td>,<td>19270303</td>
已开,形势与政策2,0.25,考查,通识必修,赵天鹏/胡海滨/谢建精/徐江荣,(2019-2020-2)-A6500042-41248-1,5月12日,党委学生工作部、人民武装部—学生处,<td>周三第6.7节{第6-12周|双周}</td>,<td>第11教研楼106</td>,"<td title=""19184111.19184112.19184113.19184114.19184115.19184211.19184212"">19184111.19184112.19...</td>"
已开,财务管理,3,考查,专业选修,吴舒涵,(2019-2020-2)-B140302C-41452-1,1月16日,会计学院,<td>周二第3.4.5节{第1-16周}</td>,<td>第3教研楼401</td>,<td>17171101</td>
已开,国际财务管理,2,考查,专业选修,叶继英,(2019-2020-2)-B140308s-41658-1,1月16日,会计学院,<td>周三第3.4节{第1-16周}</td>,<td>第6教研楼中315</td>,<td>17140911</td>
已开,国际贸易结算与融资,2,考查,专业选修,高然,(2019-2020-2)-B2205750-40138-1,1月16日,经济学院,<td>周二第1.2节{第1-16周}</td>,<td>第7教研楼南117</td>,<td>17150811</td>
已开,电路与电子线路实验1,0.5,考查,实践必修,吕伟锋,(2019-2020-2)-S0400691-40128-22,5月16日,电子信息学院（微电子学院）,"<td title=""周三第10.11.12节{第5-15周|单周}"">周三第10.11.12节{第5-15周|...</td>","<td title=""第2教研楼中213（电路分析.信号系统实验室）"">第2教研楼中213（电路分析.信号系统实...</td>",<td>19040318</td>
已开,创新实践2,2,考查,实践必修,史晓颖,(2019-2020-2)-S0500782-41638-1,1月16日,计算机学院（软件学院）,<td>周三第1.2节{第1-16周}</td>,<td>&nbsp;</td>,"<td title=""18052311.18052312.18052313.18052314.18052315.18052316.18052317.18052318.18052319.18052320.18052321.18052711.18052712.18059611"">18052311.18052312.18...</td>"
已开,创新综合实践,2,考查,实践必修,李建军,(2019-2020-2)-S0500790-41312-1,1月16日,计算机学院（软件学院）,<td>周四第8.9节{第1-16周}</td>,<td>&nbsp;</td>,"<td title=""17052311.17052312.17052313.17052314.17052315.17052316.17052317.17052318.17052711.17052712.17052713.17058911.17059611.17059612"">17052311.17052312.17...</td>"
已开,计算机组成原理课程设计（乙）,2,考查,实践必修,王东京,(2019-2020-2)-S0508270-42176-1,1月16日,计算机学院（软件学院）,<td>周二第10.11.12节{第1-16周}</td>,<td>第3教研楼115</td>,<td>18052711.18052712</td>
已开,光电技术实验3,1,考查,实践必修,蔡本晓/郑光华,(2019-2020-2)-S0716283-40133-2,7月14日,理学院,"<td title=""周一第6.7节{第7-14周};周一第8.9节{第7-14周}"">周一第6.7节{第7-14周};周一第8...</td>","<td title=""第6教研楼南302B;第6教研楼南302B"">第6教研楼南302B;第6教研楼南302...</td>",<td>18070112</td>
已开,微波技术前沿专题,1,考查,专业选修,俞钰峰,(2019-2020-2)-YJ040070-42063-1,1月16日,电子信息学院（微电子学院）,<td>周四第1.2节{第1-16周}</td>,<td>第6教研楼北104</td>,"<td title=""17040211.17041811.17041812.17041813.17041814.17041815.17041816.17041817.17041818.17041819.17041820.17041821.17041822.17041823.17041824.17041825.17041911.17041912.17042011.17042012"">17040211.17041811.17...</td>"
已开,线性电子电路,3,学院组织,学科必修,胡炜薇,(2019-2020-2)-A0402080-40747-2,1月16日,电子信息学院（微电子学院）,<td>周一第3.4.5节{第1-16周}</td>,<td>第7教研楼北508</td>,<td>18062817</td>
已开,线性电子电路,3,学院组织,学科必修,辛青,(2019-2020-2)-A0402080-41101-1,1月16日,电子信息学院（微电子学院）,"<td title=""周五第6.7节{第1-16周};周五第8节{第1-16周}"">周五第6.7节{第1-16周};周五第8...</td>",<td>第7教研楼南121;第7教研楼南121</td>,<td>18194811</td>
已开,电磁场与电磁波,3,学院组织,学科必修,吴爱婷/代喜望,(2019-2020-2)-A0402440-40287-2,1月16日,电子信息学院（微电子学院）,<td>周四第3.4.5节{第1-16周}</td>,<td>第6教研楼北408</td>,<td>18042013.18042014</td>
已开,固体物理（甲）,3,学院组织,专业必修,吴章婷,(2019-2020-2)-A0404380-41167-2,1月16日,电子信息学院（微电子学院）,"<td title=""周五第6.7节{第1-16周};周五第8节{第1-16周}"">周五第6.7节{第1-16周};周五第8...</td>",<td>第7教研楼南107;第7教研楼南107</td>,<td>18042013</td>
已开,离散数学1,2,学校组织,学科必修,袁友伟,(2019-2020-2)-A0507041-40693-1,1月16日,计算机学院（软件学院）,<td>周二第1.2节{第1-16周}</td>,<td>第7教研楼南405</td>,<td>19050512</td>
已开,线性代数,3,学校组织,通识必修,吴惠仙,(2019-2020-2)-A0714030-04159-1,1月16日,理学院,<td>周四第3.4.5节{第1-16周}</td>,<td>第6教研楼北416</td>,<td>19148314.19148315</td>
已开,高等数学A2,5,学校组织,通识必修,王国卯,(2019-2020-2)-A0714202-40938-1,1月16日,理学院,"<td title=""周一第3.4.5节{第1-16周};周四第1.2节{第1-16周}"">周一第3.4.5节{第1-16周};周四...</td>",<td>第6教研楼北404;第6教研楼北404</td>,<td>19040313.19040314</td>
已开,高等数学D2,3,学校组织,通识必修,陈建兰,(2019-2020-2)-A0714232-04014-2,1月16日,理学院,<td>周一第3.4.5节{第1-16周}</td>,<td>第7教研楼南221</td>,<td>19148312</td>
已开,大学物理1,3,学校组织,通识必修,孙科伟/李兴敏,(2019-2020-2)-A0715011-40692-1,1月16日,理学院,"<td title=""周四第6.7节{第1-16周};周四第8节{第1-16周}"">周四第6.7节{第1-16周};周四第8...</td>",<td>第7教研楼北408;第7教研楼北408</td>,<td>19040319.19040320</td>
已开,物理学原理及工程应用1,3,学校组织,通识必修,赵超樱,(2019-2020-2)-A0715051-40538-1,1月16日,理学院,"<td title=""周五第6.7节{第1-16周};周五第8节{第1-16周}"">周五第6.7节{第1-16周};周五第8...</td>",<td>第6教研楼北206;第6教研楼北206</td>,"<td title=""19050511.19050512.19050513.19050514.19050515.19050516.19050517.19050518.19050519.19050520.19050521.19050522"">19050511.19050512.19...</td>"
已开,数学物理方程,2,学院组织,专业必修,曾然,(2019-2020-2)-A0802600-41467-3,1月16日,通信工程学院,<td>周四第6.7节{第1-16周}</td>,<td>第6教研楼北306</td>,<td>18083413</td>
已开,大学英语精读2B,2,学校组织,通识必修,钟玉琴,(2019-2020-2)-A1101142-41296-4,1月16日,外国语学院,<td>周四第3.4节{第1-16周}</td>,<td>第6教研楼中307</td>,"<td title=""19151211.19151212.19151213.19151214.19151215.19151216.19151217.19151218.19200311.19200312.19208811.19208812.19208813.19270301.19270302.19272401.19272402.19273601.19273602"">19151211.19151212.19...</td>"
已开,综合英语2,4,学校组织,学科必修,缪莉杨,(2019-2020-2)-A1102022-04127-1,1月16日,外国语学院,"<td title=""周二第1.2节{第1-16周};周四第3.4节{第1-16周}"">周二第1.2节{第1-16周};周四第3...</td>",<td>第7教研楼南119;第7教研楼南117</td>,<td>19120111</td>
已开,英语口语2,2,考查,学科必修,Farris Hodo,(2019-2020-2)-A1102542-lw103-4,1月16日,外国语学院,<td>周二第3.4节{第1-16周}</td>,<td>第6教研楼中305</td>,<td>19113714</td>
已开,美国文学,2,学院组织,专业必修,周小娉,(2019-2020-2)-A1103840-04179-4,1月16日,外国语学院,<td>周一第6.7节{第1-16周}</td>,<td>第3教研楼222</td>,<td>17113714.17172401</td>
已开,中国古代文学3,2,学校组织,学科必修,张慧禾,(2019-2020-2)-A1204343-04135-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周一第3.4节{第1-16周}</td>,<td>第7教研楼北504</td>,<td>18120111</td>
已开,高级财务会计,2,学校组织,专业必修,侯金良,(2019-2020-2)-A1401820-41087-1,1月16日,会计学院,<td>周四第6.7节{第1-16周}</td>,<td>第7教研楼北218</td>,"<td title=""18144711.18184211.18184511"">18144711.18184211.18...</td>"
已开,统计学基础,3,学院组织,学科必修,赵月旭,(2019-2020-2)-A2201530-40024-1,1月16日,经济学院,<td>周三第10.11.12节{第1-16周}</td>,<td>第6教研楼中217</td>,<td>19150912</td>
已开,思想道德修养与法律基础,3,学院组织,通识必修,陈文干/王亚楠,(2019-2020-2)-A2301160-40696-1,1月16日,马克思主义学院,<td>周四第1.2节{第1-16周}</td>,<td>第7教研楼北120</td>,"<td title=""19208811.19208812.19208813"">19208811.19208812.19...</td>"
已开,数据结构（甲）,3,学校组织,学科必修,丁宏,(2019-2020-2)-A2701410-06003-1,1月16日,网络空间安全学院（浙江保密学院）,"<td title=""周四第6.7节{第1-16周};周四第8节{第1-16周}"">周四第6.7节{第1-16周};周四第8...</td>",<td>第7教研楼南107;第7教研楼南107</td>,<td>19270301</td>
已开,数字化工厂,2,考查,专业选修,蔡敏,(2019-2020-2)-B031043s-40292-1,1月16日,管理学院,<td>周二第3.4节{第1-16周}</td>,<td>第9教研楼405</td>,<td>17036811</td>
已开,单片机原理及应用,2,学院组织,专业选修,高惠芳,(2019-2020-2)-B0402730-05045-1,1月16日,电子信息学院（微电子学院）,<td>周二第6.7节{第1-16周}</td>,<td>第7教研楼南217</td>,<td>18042011.18042012</td>
已开,工程材料及热加工,2,考查,专业选修,李蓉,(2019-2020-2)-C0103620-41179-1,1月16日,机械工程学院,<td>周四第6.7节{第1-16周}</td>,<td>第6教研楼北210</td>,<td>17036811</td>
已开,电路分析实验,1,考查,实践必修,吕伟锋,(2019-2020-2)-S0403050-40128-16,6月16日,电子信息学院（微电子学院）,"<td title=""周二第6.7节{第6-16周};周二第8节{第6-16周}"">周二第6.7节{第6-16周};周二第8...</td>","<td title=""第2教研楼中213（电路分析.信号系统实验室）;第2教研楼中213（电路分析.信号系统实验室）"">第2教研楼中213（电路分析.信号系统实...</td>",<td>19080318</td>
已开,光电信息技术实验2,1,考查,实践必修,黄清龙,(2019-2020-2)-S0716292-40045-1,2月9日,理学院,"<td title=""周五第1.2节{第2-9周};周五第3.4节{第2-9周}"">周五第1.2节{第2-9周};周五第3....</td>","<td title=""第6教研楼南302B;第6教研楼南302B"">第6教研楼南302B;第6教研楼南302...</td>",<td>17070111</td>
已开,通信电路实验（软件）,0.5,考查,实践必修,刘晴,(2019-2020-2)-S0802830-41671-2,5月16日,通信工程学院,<td>周五第3.4.5节{第6-16周|双周}</td>,<td>第1教研楼126</td>,<td>18083412</td>
已开,常用仪器仪表实验,1,考查,实践必修,席俊华/马世玉,(2019-2020-2)-S2002430-41163-1,1月8日,材料与环境工程学院,"<td title=""周一第1.2节{第1-8周};周一第3.4节{第1-8周}"">周一第1.2节{第1-8周};周一第3....</td>",<td>第3教研楼511;第3教研楼511</td>,<td>19208811</td>
已开,机械精度设计与检测,3,学校组织,专业必修,叶红仙,(2019-2020-2)-A0100760-40979-1,1月16日,机械工程学院,<td>周二第3.4.5节{第1-16周}</td>,<td>第7教研楼南207</td>,<td>18010116</td>
已开,C语言程序设计,4,学校组织,通识必修,陈德潮,(2019-2020-2)-A0501010-42187-1,1月16日,计算机学院（软件学院）,"<td title=""周二第6.7节{第1-16周};周二第8节{第1-16周};周五第8.9节{第1-16周}"">周二第6.7节{第1-16周};周二第8...</td>","<td title=""第3教研楼301;第3教研楼301;第3教研楼301"">第3教研楼301;第3教研楼301;第3...</td>",<td>19151212</td>
已开,计算机组成原理（甲）,4,学校组织,专业必修,章复嘉,(2019-2020-2)-A0507030-06035-1,1月16日,计算机学院（软件学院）,"<td title=""周一第1.2节{第1-16周};周二第3.4节{第1-16周}"">周一第1.2节{第1-16周};周二第3...</td>",<td>第7教研楼南217;第7教研楼南217</td>,<td>18052318</td>
已开,高等数学B2,5,学校组织,通识必修,熊瑜,(2019-2020-2)-A0714212-40661-1,1月16日,理学院,"<td title=""周一第6.7节{第1-16周};周一第8节{第1-16周};周三第1.2节{第1-16周}"">周一第6.7节{第1-16周};周一第8...</td>","<td title=""第7教研楼北408;第7教研楼北408;第7教研楼北108"">第7教研楼北408;第7教研楼北408;...</td>",<td>19030413.19030414</td>
已开,大学物理1,3,学校组织,学科必修,黄清龙,(2019-2020-2)-A0715011-40852-2,5月16日,理学院,"<td title=""周一第1.2节{第5-16周};周三第1.2节{第5-16周}"">周一第1.2节{第5-16周};周三第1...</td>",<td>第12教研楼102;第12教研楼102</td>,<td>19320113.19320213</td>
